voyage_id,date_vessels_voyage_began,date_vessel_arrived_with_captives,year_of_arrival_at_port_of_disembarkation,total_embarked_18,total_disembarked,derived_duration,slaves_died_during_middle_passage,mortality_rate,if_res,days_since_bg,days_since_end,non_res_btw_res
33664,1803-02-04,1803-06-02,1803,138,136,10195200,2,0.0144927536231884,1,960.93,962.11,178
82924,1803-07-21,1804-01-21,1804,357,349,15897600,8,0.0224089635854342,1,962.6,964.44,55
83378,1803-11-16,1804-09-03,1804,142,130,25228800,12,0.0845070422535211,1,963.78,966.7,34
49794,1804-03-04,1805-05-04,1805,221,180,36806400,41,0.18552036199095,1,964.87,969.13,44
81227,1804-04-11,1804-12-09,1804,244,219,20908800,25,0.102459016393443,1,965.25,967.67,12
36809,1804-06-07,1805-01-14,1805,286,239,19094400,47,0.164335664335664,1,965.82,968.03,22
80456,1804-09-02,1805-05-06,1805,249,224,21254400,25,0.100401606425703,1,966.69,969.15,53
39097,1804-12-10,1805-06-01,1805,70,24,14947200,46,0.657142857142857,1,967.68,969.41,60
80175,1805-02-17,1805-11-29,1805,199,179,24624000,20,0.100502512562814,1,968.37,971.22,30
81511,1805-09-16,1806-05-16,1806,277,249,20908800,28,0.101083032490975,1,970.48,972.9,126
25504,1806-04-17,1806-11-27,1806,267,201,19353600,66,0.247191011235955,1,972.61,974.85,112
80457,1806-07-07,1807-04-30,1807,259,233,25660800,26,0.1003861003861,1,973.42,976.39,73
81835,1807-03-01,1808-02-13,1808,247,222,30153600,25,0.101214574898785,1,975.79,979.28,167
36948,1807-06-01,1807-11-06,1807,73,70,13651200,3,0.0410958904109589,1,976.71,978.29,83
37311,1807-06-08,1808-04-03,1808,68,54,25920000,14,0.205882352941176,1,976.78,979.78,4
7551,1809-10-28,1810-07-03,1810,131,118,21427200,13,0.099236641221374,1,985.51,987.99,115
7071,1811-12-31,1812-08-12,1812,430,385,19440000,45,0.104651162790698,1,993.45,995.7,172
7536,1813-08-19,1814-01-01,1814,73,64,11664000,9,0.123287671232877,1,999.42,1000.77,123
34001,1814-12-15,1815-09-01,1815,501,501,22464000,0,0,1,1004.25,1006.85,100
34319,1822-01-01,1822-06-18,1822,34,29,14515200,5,0.147058823529412,1,1029.99,1031.67,802
2824,1824-08-03,1825-01-25,1825,132,132,15120000,0,0,1,1039.44,1041.19,225
2407,1829-08-27,1830-04-06,1830,354,349,19180800,5,0.0141242937853107,1,1057.94,1060.16,569
2871,1830-03-25,1831-03-20,1831,92,92,31104000,0,0,1,1060.04,1063.64,48
3068,1836-05-28,1836-12-02,1836,526,469,16243200,57,0.108365019011407,1,1082.6,1084.48,269
2547,1836-12-01,1837-02-22,1837,352,254,7171200,98,0.278409090909091,1,1084.47,1085.3,22
3433,1844-02-20,1844-11-16,1844,543,450,23328000,93,0.171270718232044,1,1110.84,1113.54,219
4162,1852-11-01,1853-03-23,1853,1350,1150,12268800,200,0.148148148148148,1,1142.61,1144.03,138
4284,1858-02-08,1858-08-21,1858,450,306,16761600,144,0.32,1,1161.86,1163.8,25
